sku	product-id	product-id-type	price	minimum-seller-allowed-price	maximum-seller-allowed-price	item-condition	quantity	add-delete	will-ship-internationally	expedited-shipping	fulfillment-center-id
HU-SIL-TRIVET-4PK-001	B08X1Q9Z88	1	16.99			11	50	a	n	n	AMAZON_NA
